Customer ID,Income (USD),Loan Amount Request (USD),Current Loan Expenses (USD),Credit Score,No. of Defaults,Property Age,Co-Applicant,Property Price,Type of Employment_missing_val,Type of Employment_Laborers,Type of Employment_Sales staff,Type of Employment_Core staff,Type of Employment_Managers,Type of Employment_Drivers,Type of Employment_Accountants,Expense Type 1_N,Profession_Working,Profession_Commercial associate,Profession_Pensioner,Dependents_2.0,Dependents_3.0,Dependents_1.0,Dependents_4.0,Dependents_0,Location_Semi-Urban,Location_Rural
C-35989,4183.41,130713.21,370.39,658.66,0,4183.41,1.0,222317.67,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-36108,3369.36,36856.55,186.3,789.26,0,3369.36,1.0,43956.86,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
C-25074,2689.46,89341.07,394.23,698.55,0,2689.46,1.0,162554.56,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
C-28852,2222.435,143968.08,610.88,739.82,0,2223.25,1.0,255619.13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-28066,4465.34,195090.03,486.11,860.98,1,4465.34,1.0,343587.64,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
C-31755,2682.51,63852.69,414.31,633.37,0,2682.51,1.0,119571.1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-16659,1404.71,42228.94,317.27,797.05,0,1404.71,1.0,62578.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-31725,3078.76,148217.48,808.86,613.93,0,3078.76,0.0,214367.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C-6899,1931.42,23054.82,375.205,739.82,0,1931.42,1.0,32068.05,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
C-32841,1135.67,11241.48,101.12,825.32,0,1135.67,0.0,17411.52,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-123,1437.35,153085.4,468.5,811.06,1,1437.35,1.0,219980.45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-37537,2656.08,53723.09,533.98,737.45,0,2656.08,1.0,68525.29,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-4637,2035.02,81238.45,551.76,751.16,0,2035.02,1.0,124619.85,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C-2750,2267.0,38676.73,269.36,843.15,1,2267.0,1.0,54743.68,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
C-4944,2821.6,106231.91,313.9,724.02,1,2821.6,1.0,147857.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
C-24328,3146.64,120012.29,315.58,665.11,0,3146.64,1.0,195736.64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
C-19853,1610.27,44029.71,246.72,757.35,1,1610.27,1.0,80195.85,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-48242,3951.3,158631.59,770.41,717.6,0,3951.3,0.0,258393.22,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-27598,1043.23,54014.37,136.14,700.98,0,1043.23,1.0,84654.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
C-21342,2222.435,31908.89,296.31,668.14,0,2223.25,1.0,49979.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-9092,2731.76,142845.06,739.62,739.82,1,2731.76,1.0,220272.49,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C-18394,2222.435,242156.01,629.92,739.82,0,2223.25,1.0,373006.22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
C-47112,1911.05,41356.99,213.46,798.0,0,1911.05,1.0,71190.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C-18808,3110.17,164217.37,488.78,735.27,1,3110.17,1.0,243127.55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-42395,1275.71,39831.52,211.21,838.09,0,1275.71,1.0,73980.01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
C-23659,1015.06,70395.14,415.83,620.76,0,1015.06,0.0,120772.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
C-12446,1177.63,39815.59,263.73,701.46,0,1177.63,1.0,50813.85,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-34361,3976.8,87303.66,338.84,827.29,0,3976.8,1.0,113808.56,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
C-26688,2222.435,146949.45,578.69,751.43,1,2223.25,1.0,162888.45,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
C-45997,3334.85,33552.17,414.55,650.75,0,3334.85,1.0,48572.05,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
C-7053,2297.46,94585.2,363.88,742.57,0,2297.46,1.0,121872.39,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-38684,2328.2,68605.89,206.03,770.25,0,2328.2,1.0,86313.79,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-26150,2117.9,121842.9,489.25,849.5,1,2117.9,1.0,172514.25,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-27606,2222.435,149017.41,781.71,711.3,1,2223.25,1.0,-999.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-25665,2222.435,99879.77,489.22,813.62,0,2223.25,1.0,181321.62,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-42548,3422.12,88593.03,365.2,616.02,0,3422.12,0.0,135711.54,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
C-40074,3246.56,73722.6,636.9,867.25,0,3246.56,1.0,129204.2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-33062,1513.6,162378.33,448.23,846.37,0,1513.6,1.0,224875.54,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-30929,2199.89,156070.44,543.15,828.62,1,2199.89,1.0,181818.65,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
C-18209,2104.79,46957.73,427.22,670.65,0,2104.79,1.0,80455.22,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-33423,2664.01,48459.45,255.67,716.15,0,2664.01,1.0,86497.5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-22951,3102.29,249834.75,650.38,792.86,0,3102.29,1.0,308904.49,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-46041,1645.76,41803.02,187.89,633.7,1,1645.76,1.0,54014.11,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-40509,1525.19,132067.16,454.8,843.89,0,1525.19,1.0,171478.26,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-5614,1556.05,85093.87,389.37,619.82,0,1556.05,1.0,125650.57,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
C-41105,3376.65,144557.09,528.78,836.13,0,3376.65,1.0,250690.89,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-7231,3222.51,107497.58,316.26,792.64,0,3222.51,1.0,179525.57,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-34562,1354.97,99232.66,298.11,715.87,0,1354.97,1.0,119701.33,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-27732,1666.39,49297.83,260.71,733.3,0,1666.39,1.0,74596.92,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-42552,2566.81,53125.24,242.17,768.2,0,2566.81,1.0,86881.14,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
C-36016,1749.97,38584.45,188.85,811.67,0,1749.97,1.0,69310.49,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-30887,1705.17,68217.34,338.52,727.94,0,1705.17,1.0,107551.7,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-37887,4108.92,32364.29,370.29,657.21,0,4108.92,1.0,46477.86,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-17101,2222.435,145062.37,765.31,675.75,0,2223.25,1.0,177311.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-11309,2734.58,106381.31,365.01,803.73,0,2734.58,1.0,172510.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-6030,2668.55,18810.75,92.03,788.12,0,2668.55,1.0,23049.42,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
C-7437,2114.8,167973.28,463.38,766.0,1,2114.8,1.0,302565.92,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-46298,1742.89,137481.2,456.99,694.71,0,1742.89,1.0,217332.29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C-7253,3537.23,169548.1,792.21,726.45,0,3537.23,1.0,201957.46,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-17420,2010.28,42114.14,254.0,623.88,0,2010.28,1.0,75290.69,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-48057,2528.5,125990.78,448.15,651.78,0,2528.5,0.0,176509.95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-17143,1916.29,125270.78,538.27,703.03,1,1916.29,1.0,147547.73,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-22266,2312.37,39378.25,330.41,610.65,1,2312.37,1.0,48606.04,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-1318,2846.71,85059.98,478.37,739.82,0,2846.71,1.0,129598.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
C-20946,1328.63,61584.72,375.205,637.36,0,1328.63,1.0,81664.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
C-14277,1941.17,158606.08,536.74,817.04,0,1941.17,1.0,212595.52,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
C-18128,2222.435,103056.07,728.33,675.86,0,2223.25,1.0,177690.76,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-17903,1740.46,52890.77,221.7,840.31,1,1740.46,1.0,69408.15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
C-46784,1648.65,106572.4,464.1,802.53,0,1648.65,1.0,142834.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
C-41947,3185.89,189934.61,743.54,838.95,0,3185.89,1.0,249934.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
C-8033,2424.87,187919.49,519.23,872.43,1,2424.87,1.0,277020.39,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-35578,2462.42,42179.89,302.85,840.04,0,2462.42,1.0,64347.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-14941,2196.63,15353.41,74.4,654.27,0,2196.63,1.0,18413.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
C-36907,1546.98,48577.69,261.75,802.45,0,1546.98,1.0,64737.44,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-28050,2222.435,176864.95,496.78,779.52,0,2223.25,1.0,263010.53,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-45389,1215.75,25472.06,303.9,857.0,0,1215.75,1.0,41814.77,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-18784,3947.89,150574.75,699.14,633.68,1,3947.89,1.0,203898.76,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-47218,1760.58,40409.6,215.62,766.38,0,1760.58,1.0,49688.79,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-39128,1397.38,44294.11,345.68,608.81,0,1397.38,1.0,54075.5,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-4157,1638.61,78433.11,363.87,740.1,0,1638.61,1.0,145844.59,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-49666,4187.43,44970.42,213.43,686.43,1,4187.43,0.0,66642.31,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
C-34523,1743.44,8111.39,44.23,849.98,0,1743.44,1.0,14229.14,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-46587,2257.54,74842.83,372.4,669.7,0,2257.54,1.0,103826.68,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-4215,2222.435,27552.33,129.93,604.24,0,2223.25,1.0,49455.34,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-27673,2898.53,37650.79,230.72,784.91,0,2898.53,1.0,42259.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
C-18801,2391.18,37346.4,204.3,650.0,0,2391.18,1.0,42225.36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-30842,2825.58,153383.25,759.51,813.99,0,2825.58,1.0,178293.2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-9904,2222.435,60315.37,317.63,831.8,0,2223.25,1.0,69681.62,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-25565,2222.435,174078.83,472.28,802.83,0,2223.25,1.0,293028.27,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-38538,2484.77,90800.52,421.83,791.9,0,2484.77,1.0,136653.33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-2159,2222.435,45862.79,375.205,831.93,0,2223.25,1.0,78670.47,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-49109,1694.84,26009.17,137.1,734.72,0,1694.84,1.0,35736.27,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
C-41536,1032.25,42603.91,218.53,732.33,0,1032.25,0.0,74638.31,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-17534,2222.435,155990.45,490.37,739.82,0,2223.25,1.0,-999.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
C-41942,1752.1,144608.29,615.04,617.55,0,1752.1,1.0,270965.04,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-19491,1891.42,66026.12,228.68,632.97,1,1891.42,0.0,88441.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C-19097,1678.95,103711.29,365.27,796.97,1,1678.95,1.0,122068.17,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
C-38141,1984.91,39861.99,261.13,715.8,0,1984.91,1.0,49788.74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C-2024,2098.76,154540.62,474.15,736.68,0,2098.76,1.0,249727.91,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
C-48431,2120.66,38486.29,196.47,837.51,0,2120.66,1.0,48082.15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
C-39627,1328.45,141585.88,381.13,774.57,0,1328.45,1.0,165971.51,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-26848,2271.11,43760.49,217.93,759.31,0,2271.11,1.0,57740.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-29541,2811.88,78214.35,368.51,727.92,0,2811.88,1.0,115334.39,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
C-4852,1374.09,50205.83,254.92,739.82,0,1374.09,1.0,94725.29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C-33321,2563.44,69887.94,630.52,642.01,0,2563.44,1.0,94676.74,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-30979,1551.62,103520.95,456.92,679.18,0,1551.62,1.0,186930.52,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-22382,913.99,19985.32,93.03,739.82,0,913.99,1.0,23335.82,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-23301,2222.435,20659.45,100.11,739.82,0,2223.25,1.0,35121.84,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
C-26415,1454.72,8359.96,82.62,745.5,0,1454.72,0.0,12140.92,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
C-48181,1824.3,30808.83,203.72,689.86,0,1824.3,1.0,37697.89,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
C-48456,1535.01,163720.93,884.91,801.72,0,1535.01,1.0,277072.03,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-38886,2767.84,114741.19,544.11,633.26,1,2767.84,1.0,141816.33,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
C-43819,1226.34,26445.66,138.04,752.04,0,1226.34,1.0,43820.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-32815,2445.21,82120.39,424.02,818.26,0,2445.21,1.0,108140.25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-19637,2185.74,155356.9,529.89,722.86,0,2185.74,1.0,279947.99,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-48711,1252.67,34376.77,216.28,745.53,0,1252.67,0.0,42349.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
C-30811,2037.72,62392.28,412.81,647.09,0,2037.72,1.0,116660.49,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-801,4052.9,194742.67,555.17,656.3,0,4052.9,1.0,328582.16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
C-3829,1861.53,44452.96,286.13,632.45,0,1861.53,1.0,79200.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-48399,1875.78,89790.46,910.52,844.5,1,1875.78,0.0,121008.64,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-1713,1346.52,14093.57,130.97,623.51,0,1346.52,1.0,24315.97,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-37608,4313.78,64092.42,418.9,628.41,0,4313.78,0.0,105523.11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
C-41729,4231.2,119865.78,832.24,777.72,0,4231.2,1.0,207940.68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C-24699,2222.435,10398.22,117.16,739.82,0,2223.25,1.0,15183.92,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-26359,2131.32,24794.8,115.93,722.03,0,2131.32,1.0,38780.46,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-39970,2045.74,55851.62,280.36,718.88,0,2045.74,1.0,102477.47,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-14764,2049.89,50469.58,374.47,608.57,0,2049.89,1.0,60378.53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
C-13324,2222.435,29111.92,150.03,651.49,0,2223.25,1.0,54541.37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-35109,2764.12,87337.92,357.19,729.59,0,2764.12,1.0,141115.52,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-35488,2457.33,121920.76,469.01,754.71,0,2457.33,1.0,223513.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
C-6979,2222.435,164157.12,894.88,665.41,0,2223.25,1.0,245670.22,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
C-8451,2222.435,21845.31,121.42,739.82,0,2223.25,1.0,39169.71,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-25921,2246.23,60747.81,308.86,822.72,0,2246.23,1.0,113553.84,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-11595,2222.435,203926.0,375.205,817.05,0,2223.25,1.0,250458.18,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-22285,2190.05,46831.18,275.52,841.47,0,2190.05,1.0,70012.6,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-33019,971.6,31903.18,204.36,716.74,0,971.6,1.0,37945.46,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-45302,3999.0,245399.85,806.71,708.52,1,3999.0,1.0,419198.61,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-36120,3621.93,89871.92,717.97,742.52,0,3621.93,1.0,169482.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
C-49021,1209.15,41383.98,238.59,659.72,1,1209.15,1.0,62654.22,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
C-39001,2869.92,141024.57,585.87,843.78,0,2869.92,1.0,170611.94,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-21979,2786.37,43091.34,258.5,613.82,0,2786.37,1.0,49640.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
C-24148,2222.435,130927.11,405.46,635.56,0,2223.25,1.0,219792.24,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-17924,2222.435,125250.75,512.37,739.82,0,2223.25,1.0,142894.06,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
C-28644,1627.25,32446.29,202.83,708.99,0,1627.25,1.0,38003.04,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-17935,2222.435,141339.49,480.8,872.03,0,2223.25,1.0,265134.45,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-30090,1512.67,82113.66,418.32,734.7,0,1512.67,1.0,151047.33,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
C-35505,1660.75,67299.5,188.41,855.47,0,1660.75,1.0,114142.51,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-48096,3077.07,68386.64,668.41,844.4,0,3077.07,0.0,105223.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-34774,3959.23,101845.25,399.11,798.21,0,3959.23,1.0,182316.77,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
C-8312,2222.435,75902.36,354.57,847.5,1,2223.25,1.0,122042.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C-10879,4129.69,50661.54,319.1,737.26,0,4129.69,1.0,95041.35,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
C-22302,1962.0,74268.94,401.17,798.66,0,1962.0,1.0,128566.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
C-45507,2737.7,55392.64,331.94,849.53,1,2737.7,1.0,64580.06,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-48943,2564.84,186916.42,754.14,869.74,0,2564.84,1.0,329097.73,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-46825,1639.04,83546.22,459.49,665.28,0,1639.04,0.0,120177.63,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-45729,2867.5,185900.98,471.98,875.27,0,2867.5,1.0,277309.64,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-21642,2175.09,31068.09,377.17,716.51,0,2175.09,1.0,35614.72,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
C-2696,2222.435,159412.07,447.36,826.8,1,2223.25,1.0,272049.23,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-5836,2688.74,140050.56,377.56,685.01,0,2688.74,1.0,189420.78,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-34791,3794.81,73224.3,379.44,670.02,1,3794.81,1.0,114958.78,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
C-48935,2988.5,245269.52,582.79,825.98,0,2988.5,0.0,325531.47,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-42379,2131.92,126582.75,646.74,601.11,0,2131.92,0.0,181447.66,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
C-36615,1737.04,21437.29,136.22,652.88,1,1737.04,1.0,27759.26,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-18926,2222.435,125381.03,448.72,680.79,0,2223.25,1.0,190973.75,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
C-16083,1701.41,139144.84,411.1,777.53,0,1701.41,1.0,205103.07,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-29998,2993.49,151783.06,587.95,813.33,1,2993.49,1.0,180933.96,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-21816,2222.435,43937.98,359.32,800.79,0,2223.25,1.0,53202.74,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-34032,2498.03,135563.29,451.24,836.67,0,2498.03,1.0,150970.74,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-1536,2459.09,66093.19,503.36,765.29,0,2459.09,1.0,97466.26,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-42659,2278.4,39443.39,378.94,874.9,1,2278.4,0.0,46016.99,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
C-22484,2222.435,67632.45,549.0,707.88,0,2223.25,1.0,76877.33,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-26490,2222.435,20548.97,99.08,776.04,0,2223.25,1.0,31795.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-10787,2222.435,191246.77,867.09,639.14,1,2223.25,1.0,263097.12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
C-28316,1706.34,54590.86,244.25,794.64,1,1706.34,1.0,67564.43,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-25974,2222.435,74609.86,429.45,763.83,0,2223.25,1.0,102812.33,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-15384,1095.45,32254.22,165.12,726.38,0,1095.45,1.0,56532.97,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-9784,2677.85,14591.65,139.64,812.16,0,2677.85,1.0,24200.42,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-28222,2222.435,57461.44,345.08,704.19,0,2223.25,1.0,70885.9,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-13084,2222.435,102163.25,293.14,810.48,0,2223.25,1.0,129164.1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-17394,2222.435,127393.56,340.26,739.92,0,2223.25,1.0,235865.77,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-18844,1556.57,40388.81,205.94,821.5,0,1556.57,1.0,44915.86,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-27724,2222.435,58195.63,669.29,741.77,1,2223.25,1.0,94089.89,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
C-25221,3786.33,201308.15,816.49,739.82,0,3786.33,1.0,257593.52,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
